date,hour,Incident,Line,Direction,Cause,Delay,delay_collapsed
2014-04-20,21, A Branch Avenue-bound Green Line train at Archives was delayed 5 minutes due to a sick passenger.,Green,Branch Avenue,a sick passenger,5,5
2014-04-21,7, A Vienna-bound Orange Line train at Rosslyn was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Orange,Vienna,a brake problem,6,6
2014-04-21,8, A New Carrollton-bound Orange Line train at West Falls Church did not service the station due to an operational problem.  Passengers experienced a 4-minute delay.,Orange,New Carrollton,an operational problem,4,12
2014-04-21,10, A Greenbelt-bound Green Line train at Fort Totten was offloaded due to an equipment problem. Passengers experienced a 12-minute delay.,Green,Greenbelt,an equipment problem,12,12
2014-04-21,15, A Fort Totten-bound Yellow Line train at Mt. Vernon Square was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.,Yellow,Fort Totten,an equipment problem,6,6
2014-04-21,16," A Mt. Vernon Square-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service.",Yellow,Mt. Vernon Square,did not operate,6,18
2014-04-21,17, A Shady Grove-bound Red Line train at Fort Totten was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Red,Shady Grove,a brake problem,6,12
2014-04-21,18, A Vienna-bound Orange Line train at Court House was offloaded due to a brake problem. Passengers experienced a 9-minute delay.,Orange,Vienna,a brake problem,9,9
2014-04-21,19, A Shady Grove-bound Red Line train at Wheaton was delayed 9 minutes due to a door problem.,Red,Shady Grove,a door problem,9,9
2014-04-22,6, A Mt. Vernon Square-bound Yellow Line train at Pentagon was delayed 7 minutes due to police activity.,Yellow,Mt. Vernon Square,police activity,7,12
2014-04-22,7, A Shady Grove-bound Red Line train at Rhode Island Avenue was offloaded due to a brake problem. Passengers experienced a 4-minute delay.,Red,Shady Grove,a brake problem,4,16
2014-04-22,8," A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.",Orange,Vienna,did not operate,6,6
2014-04-22,11, A Franconia-Springfield-bound Blue Line train at Van Dorn Street was delayed 14 minutes due to a signal problem.,Blue,Franconia-Springfield,a signal problem,14,14
2014-04-22,12, A Franconia-Springfield-bound Blue Line train at Rosslyn was delayed due to a sick passenger. Several trains were single tracked around the incident train. Passengers experienced a 13-minute delay.,Blue,Franconia-Springfield,a sick passenger,13,13
2014-04-22,14," A Grosvenor-bound Red Line train at Glenmont did not operate, resulting in a 4-minute gap in service.",Red,Grosvenor,did not operate,4,9
2014-04-22,15," A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service.",Orange,New Carrollton,did not operate,6,6
2014-04-22,16, A Silver Spring-bound Red Line train at Metro Center was offloaded due to an equipment problem. Passengers experienced a 4-minute delay.,Red,Silver Spring,an equipment problem,4,4
2014-04-22,17," A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.",Orange,Vienna,did not operate,6,6
2014-04-22,19, A Vienna-bound Orange Line train at McPherson Square was offloaded due to a brake problem. Passengers experienced a 33-minute delay.,Orange,Vienna,a brake problem,33,42
2014-04-23,7, A Vienna-bound Orange Line train at Landover was offloaded due to a brake problem. Passengers experienced a 7-minute delay.,Orange,Vienna,a brake problem,7,7
2014-04-23,8, A Franconia-Springfield-bound Yellow Line train at Van Dorn Street was delayed 4 minutes due to an equipment problem.,Yellow,Franconia-Springfield,an equipment problem,4,4
2014-04-23,10, A Silver Spring-bound Red Line train at Van Ness was expressed for schedule adherence/improved train spacing.,Red,Silver Spring,expressed for schedule adherence/improved train spacing,,
2014-04-23,16, A Grosvenor-bound Red Line train at Brookland did not service the station due to an operational problem.  Passengers experienced a 4-minute delay.,Red,Grosvenor,an operational problem,4,9
2014-04-23,17, A Vienna-bound Orange Line train at Minnesota Avenue was offloaded due to a brake problem. Passengers experienced a 22-minute delay.,Orange,Vienna,a brake problem,22,22
2014-04-23,22, A Greenbelt-bound Green Line train at Anacostia was delayed 6 minutes due to police activity.,Green,Greenbelt,police activity,6,6
2014-04-24,5, A Shady Grove-bound Red Line train at Takoma was delayed 18 minutes due to late clearing track equipment.,Red,Shady Grove,late clearing track equipment,18,18
2014-04-24,7, A Shady Grove-bound Red Line train at Friendship Heights was offloaded due to a brake problem. Passengers experienced a 9-minute delay.,Red,Shady Grove,a brake problem,9,9
2014-04-24,8, A Branch Avenue-bound Green Line train at Southern Avenue was expressed for schedule adherence/improved train spacing.,Green,Branch Avenue,expressed for schedule adherence/improved train spacing,,10
2014-04-24,10, A Shady Grove-bound Red Line train at Silver Spring was delayed 5 minutes due to a brake problem.,Red,Shady Grove,a brake problem,5,5
2014-04-24,15, A New Carrollton-bound Orange Line train at Stadium-Armory was delayed 6 minutes due to an operational problem.,Orange,New Carrollton,an operational problem,6,6
2014-04-24,16, A Silver Spring-bound Red Line train at NoMa-Gallaudet was offloaded due to a brake problem. Passengers experienced a 4-minute delay.,Red,Silver Spring,a brake problem,4,4
2014-04-24,18, A Vienna-bound Orange Line train at L'Enfant Plaza was offloaded due to a door problem. Passengers experienced an 8-minute delay.,Orange,Vienna,a door problem,8,8
2014-04-24,19, A Vienna-bound Orange Line train at Cheverly was offloaded due to a door problem. Passengers experienced a 14-minute delay.,Orange,Vienna,a door problem,14,18
2014-04-24,20, A Glenmont-bound Red Line train at Gallery Place was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.,Red,Glenmont,an equipment problem,6,6
2014-04-25,6, A Grosvenor-bound Red Line train at Silver Spring was offloaded due to a brake problem. Passengers experienced a 3-minute delay.,Red,Grosvenor,a brake problem,3,3
2014-04-25,7, A Vienna-bound Orange Line train at Deanwood was offloaded due to a brake problem. Passengers experienced a 9-minute delay.,Orange,Vienna,a brake problem,9,9
2014-04-25,8, A Vienna-bound Orange Line train at Virginia Square was expressed for schedule adherence/improved train spacing.,Orange,Vienna,expressed for schedule adherence/improved train spacing,,
2014-04-25,9, A Glenmont-bound Red Line train at Gallery Place was offloaded due to a brake problem. Passengers experienced a 3-minute delay.,Red,Glenmont,a brake problem,3,3
2014-04-25,10, A Glenmont-bound Red Line train at Dupont Circle was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Red,Glenmont,a brake problem,6,6
2014-04-25,11, A Glenmont-bound Red Line train at Judiciary Square was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Red,Glenmont,a brake problem,6,6
2014-04-25,13, A Glenmont-bound Red Line train at Judiciary Square was offloaded due to a door problem. Passengers experienced a 6-minute delay.,Red,Glenmont,a door problem,6,6
2014-04-25,15, A Franconia-Springfield-bound Yellow Line train at Van Dorn Street was delayed 6 minutes due to a door problem.,Yellow,Franconia-Springfield,a door problem,6,11
2014-04-25,16, A Mt. Vernon Square-bound Yellow Line train at Eisenhower Avenue was delayed 4 minutes due to a signal problem.,Yellow,Mt. Vernon Square,a signal problem,4,13
2014-04-25,17, A Grosvenor-bound Red Line train at Twinbrook was offloaded due to a brake problem. Passengers experienced a 4-minute delay.,Red,Grosvenor,a brake problem,4,8
2014-04-25,18, A Shady Grove-bound Red Line train at Fort Totten was delayed 9 minutes due to a signal problem.,Red,Shady Grove,a signal problem,9,13
2014-04-25,19, A Fort Totten-bound Yellow Line train at Columbia Heights did not service the station due to an operational problem.  Passengers experienced a 5-minute delay.,Yellow,Fort Totten,an operational problem,5,11
2014-04-26,10, A Judiciary Square-bound Red Line train at Shady Grove was delayed 8 minutes due to an operational problem.,Red,Judiciary Square,an operational problem,8,8
2014-04-26,11, A Shady Grove-bound Red Line train at Takoma was delayed 9 minutes due to a brake problem.,Red,Shady Grove,a brake problem,9,9
2014-04-26,12," A Judiciary Square-bound Red Line train at Shady Grove did not operate, resulting in a 6-minute gap in service.",Red,Judiciary Square,did not operate,6,18
2014-04-27,10, A Vienna-bound Orange Line train at Potomac Avenue was offloaded due to a door problem. Passengers experienced a 12-minute delay.,Orange,Vienna,a door problem,12,12
2014-04-27,13, A Greenbelt-bound Green Line train at U Street was delayed 9 minutes due to a sick passenger.,Green,Greenbelt,a sick passenger,9,9
2014-04-27,18, A Huntington-bound Yellow Line train at Braddock Road was offloaded due to a brake problem. Passengers experienced a 15-minute delay.,Yellow,Huntington,a brake problem,15,15
2014-04-28,5, A Glenmont-bound Red Line train at Shady Grove was delayed 7 minutes due to an equipment problem.,Red,Glenmont,an equipment problem,7,14
2014-04-28,6, A Shady Grove-bound Red Line train at Cleveland Park was expressed for schedule adherence/improved train spacing.,Red,Shady Grove,expressed for schedule adherence/improved train spacing,,6
2014-04-28,7," A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.",Orange,Vienna,did not operate,6,6
2014-04-28,8, A Vienna-bound Orange Line train at East Falls Church was expressed for schedule adherence/improved train spacing.,Orange,Vienna,expressed for schedule adherence/improved train spacing,,13
2014-04-28,10, A Glenmont-bound Red Line train at White Flint was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Red,Glenmont,a brake problem,6,6
2014-04-28,13, A Vienna-bound Orange Line train at Landover was delayed 4 minutes due to police activity.,Orange,Vienna,police activity,4,11
2014-04-28,14, A Grosvenor-bound Red Line train at NoMa-Gallaudet was delayed 4 minutes due to a door problem.,Red,Grosvenor,a door problem,4,12
2014-04-28,16," A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service.",Orange,New Carrollton,did not operate,6,6
2014-04-28,17, A Greenbelt-bound Green Line train at Suitland was delayed 5 minutes due to a sick passenger.,Green,Greenbelt,a sick passenger,5,9
2014-04-28,19, A Vienna-bound Orange Line train at Landover was delayed 6 minutes due to a sick passenger.,Orange,Vienna,a sick passenger,6,6
2014-04-29,8, A New Carrollton-bound Orange Line train at Landover was expressed for schedule adherence/improved train spacing.,Orange,New Carrollton,expressed for schedule adherence/improved train spacing,,
2014-04-29,9, A Glenmont-bound Red Line train at Grosvenor did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.,Red,Glenmont,an operational problem,6,10
2014-04-29,13, A Branch Avenue-bound Green Line train at Fort Totten was offloaded due to a brake problem. Passengers experienced an 8-minute delay.,Green,Branch Avenue,a brake problem,8,14
2014-04-29,16, A Glenmont-bound Red Line train at Wheaton was delayed 7 minutes due to a sick passenger.,Red,Glenmont,a sick passenger,7,11
2014-04-29,17, A Greenbelt-bound Green Line train at West Hyattsville was expressed for schedule adherence/improved train spacing.,Green,Greenbelt,expressed for schedule adherence/improved train spacing,,13
2014-04-29,20, A Glenmont-bound Red Line train at Shady Grove was delayed 6 minutes due to an operational problem.,Red,Glenmont,an operational problem,6,6
2014-04-30,6, A Glenmont-bound Red Line train at Woodley Park was expressed for schedule adherence/improved train spacing.,Red,Glenmont,expressed for schedule adherence/improved train spacing,,
2014-04-30,7, A Shady Grove-bound Red Line train at Dupont Circle was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Red,Shady Grove,a brake problem,6,18
2014-04-30,8, A Franconia-Springfield-bound Blue Line train at Smithsonian was offloaded due to a door problem. Passengers experienced a 9-minute delay.,Blue,Franconia-Springfield,a door problem,9,15
2014-04-30,14, A Vienna-bound Orange Line train at Deanwood was delayed 5 minutes due to a track problem.,Orange,Vienna,a track problem,5,5
2014-04-30,15, A Vienna-bound Orange Line train at McPherson Square was delayed 13 minutes due to a signal problem.,Orange,Vienna,a signal problem,13,13
2014-04-30,16, A Huntington-bound Yellow Line train at King Street was rerouted to Franconia-Springfield for schedule adherence/improved train spacing.,Yellow,Huntington,was rerouted to Franconia-Springfield for schedule adherence/improved train spacing,,18
2014-04-30,17, A Glenmont-bound Red Line train at White Flint was offloaded due to a brake problem. Passengers experienced an 8-minute delay.,Red,Glenmont,a brake problem,8,8
2014-04-30,18, A Vienna-bound Orange Line train at Eastern Market was offloaded due to a brake problem. Passengers experienced a 7-minute delay.,Orange,Vienna,a brake problem,7,37
2014-04-30,20, A New Carrollton-bound Orange Line train at East Falls Church was offloaded due to a brake problem. Passengers experienced a 12-minute delay.,Orange,New Carrollton,a brake problem,12,12
2014-05-01,7, A Shady Grove-bound Red Line train at Fort Totten was delayed 4 minutes due to an equipment problem.,Red,Shady Grove,an equipment problem,4,16
2014-05-01,9, A Franconia-Springfield-bound Blue Line train at L’Enfant Plaza was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Blue,Franconia-Springfield,a brake problem,6,27
2014-05-01,10, A Glenmont-bound Red Line train at Silver Spring was offloaded due to a brake problem. Passengers experienced a 9-minute delay.,Red,Glenmont,a brake problem,9,9
2014-05-01,15," A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service.",Orange,New Carrollton,did not operate,6,6
2014-05-01,16, A New Carrollton-bound Orange Line train at Federal triangle did not service the station due to an operational problem.  Passengers experienced a 4-minute delay.,Orange,New Carrollton,an operational problem,4,16
2014-05-01,17, A Huntington-bound Yellow Line train at L'Enfant Plaza was delayed 8 minutes due to a signal problem.,Yellow,Huntington,a signal problem,8,20
2014-05-01,18, A Greenbelt-bound Green Line train at Southern Avenue did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.,Green,Greenbelt,an operational problem,6,6
2014-05-01,20, A Glenmont-bound Red Line train at Farragut North was delayed 6 minutes due to a sick passenger.,Red,Glenmont,a sick passenger,6,6
2014-05-02,7, A Shady Grove-bound Red Line train at Cleveland Park was expressed for schedule adherence/improved train spacing.,Red,Shady Grove,expressed for schedule adherence/improved train spacing,,
2014-05-02,8," A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.",Green,Greenbelt,did not operate,6,15
2014-05-02,9, A Branch Avenue-bound Green Line train at Naylor Road was expressed for schedule adherence/improved train spacing.,Green,Branch Avenue,expressed for schedule adherence/improved train spacing,,
2014-05-02,10, A Glenmont-bound Red Line train at Rhode Island Avenue was offloaded due to a brake problem. Passengers experienced a 7-minute delay.,Red,Glenmont,a brake problem,7,7
2014-05-02,12, A Franconia-Springfield-bound Blue Line train at Benning Road was delayed 4 minutes due to an operational problem.,Blue,Franconia-Springfield,an operational problem,4,4
2014-05-02,14, A Shady Grove-bound Red Line train at Takoma did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.,Red,Shady Grove,an operational problem,6,6
2014-05-02,15," A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service.",Orange,New Carrollton,did not operate,6,12
2014-05-02,16, A New Carrollton-bound Orange Line train at Vienna was delayed 9 minutes due to an operational problem.,Orange,New Carrollton,an operational problem,9,18
2014-05-02,17," A Franconia-Springfield-bound Blue Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service.",Blue,Franconia-Springfield,did not operate,6,13
2014-05-02,18, A Silver Spring-bound Red Line train at Dupont Circle was offloaded due to a brake problem. Passengers experienced a 4-minute delay.,Red,Silver Spring,a brake problem,4,4
2014-05-02,21, A Huntington-bound Yellow Line train at Columbia Heights was offloaded due to a brake problem. Passengers experienced a 15-minute delay.,Yellow,Huntington,a brake problem,15,15
2014-05-03,0, A Glenmont-bound Red Line train at Fort Totten was delayed 16 minutes due to a signal problem.,Red,Glenmont,a signal problem,16,16
2014-05-03,9, A Shady Grove-bound Red Line train at Silver Spring was offloaded due to a door problem. Passengers experienced a 20-minute delay.,Red,Shady Grove,a door problem,20,20
2014-05-03,15, A Branch Avenue-bound Green Line train at Greenbelt was delayed 16 minutes due to an operational problem.,Green,Branch Avenue,an operational problem,16,20
2014-05-03,17, A Branch Avenue-bound Green Line train at Navy Yard was delayed 4 minutes due to an operational problem.,Green,Branch Avenue,an operational problem,4,22
2014-05-03,18, A Franconia-Springfield-bound Blue Line train at Pentagon City was delayed 8 minutes due to a signal problem.,Blue,Franconia-Springfield,a signal problem,8,8
2014-05-04,7, A Huntington-bound Yellow Line train at Fort Totten was delayed 9 minutes due to late clearing track equipment.,Yellow,Huntington,late clearing track equipment,9,9
2014-05-04,10, A Glenmont-bound Red Line train at Takoma was offloaded due to a brake problem. Passengers experienced a 20-minute delay.,Red,Glenmont,a brake problem,20,40
2014-05-05,6, A Shady Grove-bound Red Line train at Glenmont was delayed 9 minutes due to an operational problem.,Red,Shady Grove,an operational problem,9,9
2014-05-05,7, A Shady Grove-bound Red Line train at Glenmont was delayed 7 minutes due to an operational problem.,Red,Shady Grove,an operational problem,7,18
2014-05-05,8, A Branch Avenue-bound Green Line train at Naylor Road was expressed for schedule adherence/improved train spacing.,Green,Branch Avenue,expressed for schedule adherence/improved train spacing,,
2014-05-05,16, A Branch Avenue-bound Green Line train at Suitland was expressed for schedule adherence/improved train spacing.,Green,Branch Avenue,expressed for schedule adherence/improved train spacing,,
2014-05-05,17, A Greenbelt-bound Green Line train at U Street was offloaded due to a brake problem. Passengers experienced a 7-minute delay.,Green,Greenbelt,a brake problem,7,16
2014-05-05,18," A Glenmont-bound Red Line train at Grosvenor did not operate, resulting in an 8-minute gap in service.",Red,Glenmont,did not operate,8,8
2014-05-05,19, A Branch Avenue-bound Green Line train at Greenbelt was delayed 6 minutes due to an operational problem.,Green,Branch Avenue,an operational problem,6,6
2014-05-05,23, A Franconia-Springfield-bound Blue Line train at Crystal City was offloaded due to a sick passenger. Passengers experienced a 15-minute delay.,Blue,Franconia-Springfield,a sick passenger,15,30
2014-05-06,7, A Silver Spring-bound Red Line train at Rockville was offloaded due to a brake problem. Passengers experienced a 9-minute delay.,Red,Silver Spring,a brake problem,9,14
2014-05-06,8, A Vienna-bound Orange Line train at Ballston was delayed 4 minutes due to a signal problem.,Orange,Vienna,a signal problem,4,4
2014-05-06,9, A Franconia-Springfield-bound Yellow Line train outside Braddock Road was delayed due to a brake problem. A Franconia-Springfield-bound Blue Line train was used to move the train to the platform and both trains were offloaded. Passengers experienced a 35-minute delay.,Yellow,Franconia-Springfield-bound Yellow Line train outside Braddock Road was delayed due to a brake problem. A Franconia-Springfield,a brake problem,35,35
2014-05-06,10, A Franconia-Springfield-bound Blue Line train at Morgan Boulevard was delayed 4 minutes due to a door problem.,Blue,Franconia-Springfield,a door problem,4,4
2014-05-06,11," A Glenmont-bound Red Line train at Shady Grove did not operate, resulting in a 6-minute gap in service.",Red,Glenmont,did not operate,6,6
2014-05-06,13, A Vienna-bound Orange Line train at West Falls Church was offloaded due to a brake problem. Passengers experienced an 8-minute delay.,Orange,Vienna,a brake problem,8,8
2014-05-06,15, A Silver Spring-bound Red Line train at Union Station was offloaded due to a brake problem. Passengers experienced a 4-minute delay.,Red,Silver Spring,a brake problem,4,4
2014-05-06,17, A Greenbelt-bound Green Line train at Waterfront was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Green,Greenbelt,a brake problem,6,18
2014-05-06,18," A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.",Green,Branch Avenue,did not operate,6,12
2014-05-06,20, A Branch Avenue-bound Green Line train at Gallery Place was delayed 6 minutes due to police activity.,Green,Branch Avenue,police activity,6,6
2014-05-07,6, A Greenbelt-bound Green Line train at Branch Avenue was delayed 4 minutes due to an operational problem.,Green,Greenbelt,an operational problem,4,10
2014-05-07,8, A New Carrollton-bound Orange Line train at L'Enfant Plaza was offloaded due to a brake problem. Passengers experienced an 8-minute delay.,Orange,New Carrollton,a brake problem,8,8
2014-05-07,11, A Grosvenor-bound Red Line train at Fort Totten was delayed 8 minutes due to a signal problem.,Red,Grosvenor,a signal problem,8,8
2014-05-07,12, A Greenbelt-bound Green Line train at Waterfront was delayed 6 minutes due to police activity.,Green,Greenbelt,police activity,6,15
2014-05-07,13, A Greenbelt-bound Green Line train at Branch Avenue was delayed 6 minutes due to an operational problem.,Green,Greenbelt,an operational problem,6,11
2014-05-07,14, A Franconia-Springfield-bound Blue Line train at Capitol South was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.,Blue,Franconia-Springfield,an equipment problem,6,24
2014-05-07,15, A Largo Town Center-bound Blue Line train at Arlington Cemetery was expressed for schedule adherence/improved train spacing.,Blue,Largo Town Center,expressed for schedule adherence/improved train spacing,,4
2014-05-07,16," A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service.",Orange,New Carrollton,did not operate,6,10
2014-05-07,17, A Shady Grove-bound Red Line train at Brookland was offloaded due to an equipment problem. Passengers experienced a 4-minute delay.,Red,Shady Grove,an equipment problem,4,12
2014-05-07,18, A Greenbelt-bound Green Line train at Branch Avenue was delayed 4 minutes due to an operational problem.,Green,Greenbelt,an operational problem,4,4
2014-05-07,19, A Glenmont-bound Red Line train at Union Station was offloaded due to a door problem. Passengers experienced a 7-minute delay.,Red,Glenmont,a door problem,7,7
2014-05-07,22, A Greenbelt-bound Green Line train at Suitland was delayed 8 minutes due to a door problem.,Green,Greenbelt,a door problem,8,8
2014-05-08,7, A Franconia-Springfield-bound Blue Line train at King Street was delayed 4 minutes due to an operational problem.,Blue,Franconia-Springfield,an operational problem,4,10
2014-05-08,8, A Huntington-bound Yellow Line train at Mt. Vernon Square was delayed 8 minutes due to an equipment problem.,Yellow,Huntington,an equipment problem,8,34
2014-05-08,10, A Shady Grove-bound Red Line train at Judiciary Square was offloaded due to a door problem. Passengers experienced a 6-minute delay.,Red,Shady Grove,a door problem,6,6
2014-05-08,12, A Glenmont-bound Red Line train at Union Station was delayed 6 minutes due to an operational problem.,Red,Glenmont,an operational problem,6,6
2014-05-08,14, A Franconia-Springfield-bound Blue Line train at Crystal City was delayed 4 minutes due to a sick passenger.,Blue,Franconia-Springfield,a sick passenger,4,4
2014-05-08,15, A Vienna-bound Orange Line train at Landover was offloaded due to a brake problem. Several trains were single tracked around the incident train. Passengers experienced delays up to 25 minutes.,Orange,Vienna,a brake problem,25,31
2014-05-08,16, A Vienna-bound Orange Line train at Farragut West was offloaded due to a door problem. Passengers experienced an 8-minute delay.,Orange,Vienna,a door problem,8,28
2014-05-08,17, A Largo Town Center-bound Blue Line train at Arlington Cemetery was expressed for schedule adherence/improved train spacing.,Blue,Largo Town Center,expressed for schedule adherence/improved train spacing,,
2014-05-08,18, A Greenbelt-bound Green Line train at West Hyattsville was expressed for schedule adherence/improved train spacing.,Green,Greenbelt,expressed for schedule adherence/improved train spacing,,
2014-05-09,5, A Franconia-Springfield-bound Blue Line train at Ronald Reagan Washington National Airport was offloaded due to a brake problem. Passengers experienced a 12-minute delay.,Blue,Franconia-Springfield,a brake problem,12,12
2014-05-09,7, A Mt. Vernon Square-bound Yellow Line train at Ronald Reagan Washington National Airport was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Yellow,Mt. Vernon Square,a brake problem,6,64
2014-05-09,8, A New Carrollton-bound Orange Line train at Virginia Square was expressed for schedule adherence/improved train spacing.,Orange,New Carrollton,expressed for schedule adherence/improved train spacing,,
2014-05-09,13, A Franconia-Springfield-bound Blue Line train at Farragut West was offloaded due to a sick passenger. Passengers experienced a 13-minute delay.,Blue,Franconia-Springfield,a sick passenger,13,13
2014-05-09,14, A Glenmont-bound Red Line train at White Flint was offloaded due to a door problem. Passengers experienced a 7-minute delay.,Red,Glenmont,a door problem,7,7
2014-05-09,17, A Shady Grove-bound Red Line train at Grosvenor was delayed 4 minutes due to a brake problem.,Red,Shady Grove,a brake problem,4,4
2014-05-10,0, A New Carrollton-bound Orange Line train at East Falls Church was delayed 27 minutes due to a signal problem.,Orange,New Carrollton,a signal problem,27,27
2014-05-10,7, A Vienna-bound Orange Line train at New Carrollton was delayed 9 minutes due to moving track equipment.,Orange,Vienna,moving track equipment,9,23
2014-05-10,10, A Greenbelt-bound Green Line train at College Park was delayed 5 minutes due to an operational problem.,Green,Greenbelt,an operational problem,5,10
2014-05-10,11, A Fort Totten-bound Yellow Line train at L'Enfant Plaza was delayed 8 minutes due to an operational problem.,Yellow,Fort Totten,an operational problem,8,8
2014-05-10,18, A Largo Town Center-bound Blue Line train at Rosslyn was offloaded due to a brake problem. Passengers experienced a 14-minute delay.,Blue,Largo Town Center,a brake problem,14,14
2014-05-10,19, A Glenmont-bound Red Line train at Farragut North was offloaded due to a brake problem. Passengers experienced a 20-minute delay.,Red,Glenmont,a brake problem,20,20
2014-05-10,20, A New Carrollton-bound Orange Line train at Stadium-Armory was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 24-minute delay.,Orange,New Carrollton,was offloaded and turned back for schedule adherence/improved train spacing,24,24
2014-05-11,7, A Huntington-bound Yellow Line train at L'Enfant Plaza was delayed 7 minutes due to a door problem.,Yellow,Huntington,a door problem,7,7
2014-05-11,8, A Greenbelt-bound Green Line train at Naylor Road was offloaded due to a brake problem. Passengers experienced a 9-minute delay.,Green,Greenbelt,a brake problem,9,9
2014-05-11,11, A Van Ness-bound Red Line train at NoMa-Gallaudet was offloaded due to a brake problem. Passengers experienced a 5-minute delay.,Red,Van Ness,a brake problem,5,20
2014-05-11,12, A NoMa-Gallaudet-bound Red Line train at Farragut North was delayed 13 minutes due to a suspicious package.,Red,NoMa-Gallaudet,a suspicious package,13,13
2014-05-11,16, A Glenmont-bound Red Line train at Takoma was offloaded due to a brake problem. Passengers experienced a 16-minute delay.,Red,Glenmont,a brake problem,16,16
2014-05-11,20, A Largo Town Center-bound Blue Line train outside King Street was delayed 8 minutes due to a signal problem.,Blue,Largo Town Center,a signal problem,8,8
2014-05-11,21, A Glenmont-bound Red Line train at Friendship Heights was offloaded due to a brake problem. Passengers experienced an 18-minute delay.,Red,Glenmont,a brake problem,18,18
2014-05-12,6," A Mt. Vernon Square-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service.",Yellow,Mt. Vernon Square,did not operate,6,6
2014-05-12,7, A Grosvenor-bound Red Line train at Farragut North was offloaded due to a brake problem. Passengers experienced a 9-minute delay.,Red,Grosvenor,a brake problem,9,17
2014-05-12,8, A Grosvenor-bound Red Line train at Rhode Island Avenue was offloaded due to a brake problem. Passengers experienced a 4-minute delay.,Red,Grosvenor,a brake problem,4,4
2014-05-12,15, A Grosvenor-bound Red Line train at Takoma was offloaded due to an equipment problem. Passengers experienced a 3-minute delay.,Red,Grosvenor,an equipment problem,3,3
2014-05-12,16, A Mt. Vernon Square-bound Yellow Line train at Eisenhower Avenue was delayed 5 minutes due to a signal problem.,Yellow,Mt. Vernon Square,a signal problem,5,9
2014-05-12,17, A New Carrollton-bound Orange Line train at Capitol South was offloaded due to a brake problem. Several trains were single tracked around the incident train. Passengers experienced delays up to 40 minutes.,Orange,New Carrollton,a brake problem,40,46
2014-05-12,18, A Glenmont-bound Red Line train at NoMa-Gallaudet was offloaded due to a brake problem. Passengers experienced a 4-minute delay.,Red,Glenmont,a brake problem,4,4
2014-05-12,20, A Largo Town Center-bound Blue Line train at Braddock Road was offloaded due to an equipment problem. Passengers experienced a 12-minute delay.,Blue,Largo Town Center,an equipment problem,12,12
2014-05-12,22, A Franconia-Springfield-bound Blue Line train at L'Enfant Plaza was delayed 6 minutes due to an unauthorized person on the track.,Blue,Franconia-Springfield,an unauthorized person on the track,6,6
2014-05-13,6, A Glenmont-bound Red Line train at Bethesda was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Red,Glenmont,a brake problem,6,12
2014-05-13,7," A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service.",Blue,Largo Town Center,did not operate,6,6
2014-05-13,8, A Branch Avenue-bound Green Line train at Fort Totten did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.,Green,Branch Avenue,an operational problem,6,6
2014-05-13,10, A Franconia-Springfield-bound Blue Line train at Metro Center was offloaded due to an equipment problem. Passengers experienced a 12-minute delay.,Blue,Franconia-Springfield,an equipment problem,12,12
2014-05-13,11, A New Carrollton-bound Orange Line train at Cheverly was delayed 4 minutes due to a signal problem.,Orange,New Carrollton,a signal problem,4,10
2014-05-13,12, A Greenbelt-bound Green Line train at West Hyattsville was delayed 14 minutes due to a track problem.,Green,Greenbelt,a track problem,14,14
